subject,scenario,gesture_sequence,gesture_type,gesture_name,start_frame,end_frame,num_frames,duration_seconds,fps,video_length_frames
subject_10,scenario_i_d,gesture_10,10,Rotate CCW,106,132,27,1.35,20.0,405
subject_10,scenario_i_d,gesture_10,10,Rotate CCW,140,155,16,0.8,20.0,405
subject_10,scenario_i_d,gesture_10,10,Rotate CCW,175,193,19,0.95,20.0,405
subject_10,scenario_i_d,gesture_10,10,Rotate CCW,207,230,24,1.2,20.0,405
subject_10,scenario_i_d,gesture_10,10,Rotate CCW,243,257,15,0.75,20.0,405
subject_10,scenario_i_d,gesture_10,10,Rotate CCW,275,293,19,0.95,20.0,405
subject_10,scenario_i_d,gesture_10,10,Rotate CCW,305,321,17,0.85,20.0,405
subject_10,scenario_i_d,gesture_10,10,Rotate CCW,338,351,14,0.7,20.0,405
subject_10,scenario_i_d,gesture_10,10,Rotate CCW,367,382,16,0.8,20.0,405
subject_10,scenario_i_d,gesture_11,11,Screenshot,1,12,12,0.6,20.0,405
subject_10,scenario_i_d,gesture_11,11,Screenshot,34,44,11,0.55,20.0,405
subject_10,scenario_i_d,gesture_11,11,Screenshot,68,80,13,0.65,20.0,405
subject_10,scenario_i_d,gesture_11,11,Screenshot,104,115,12,0.6,20.0,405
subject_10,scenario_i_d,gesture_11,11,Screenshot,141,150,10,0.5,20.0,405
subject_10,scenario_i_d,gesture_11,11,Screenshot,177,190,14,0.7,20.0,405
subject_10,scenario_i_d,gesture_11,11,Screenshot,213,230,18,0.9,20.0,405
subject_10,scenario_i_d,gesture_11,11,Screenshot,249,260,12,0.6,20.0,405
subject_10,scenario_i_d,gesture_11,11,Screenshot,289,297,9,0.45,20.0,405
subject_10,scenario_i_d,gesture_11,11,Screenshot,324,336,13,0.65,20.0,405
subject_10,scenario_i_d,gesture_11,11,Screenshot,361,375,15,0.75,20.0,405
subject_10,scenario_i_d,gesture_12,12,Thumb Up,1,405,405,20.25,20.0,405
subject_10,scenario_i_d,gesture_13,13,Clap,1,101,101,5.05,20.0,402
subject_10,scenario_i_d,gesture_13,13,Clap,130,402,273,13.65,20.0,402
subject_10,scenario_i_d,gesture_2,2,Swipe Right,1,13,13,0.65,20.0,405
subject_10,scenario_i_d,gesture_2,2,Swipe Right,33,45,13,0.65,20.0,405
subject_10,scenario_i_d,gesture_2,2,Swipe Right,72,82,11,0.55,20.0,405
subject_10,scenario_i_d,gesture_2,2,Swipe Right,105,113,9,0.45,20.0,405
subject_10,scenario_i_d,gesture_2,2,Swipe Right,138,150,13,0.65,20.0,405
subject_10,scenario_i_d,gesture_2,2,Swipe Right,173,184,12,0.6,20.0,405
subject_10,scenario_i_d,gesture_2,2,Swipe Right,208,218,11,0.55,20.0,405
subject_10,scenario_i_d,gesture_2,2,Swipe Right,243,256,14,0.7,20.0,405
subject_10,scenario_i_d,gesture_2,2,Swipe Right,282,292,11,0.55,20.0,405
subject_10,scenario_i_d,gesture_2,2,Swipe Right,315,328,14,0.7,20.0,405
subject_10,scenario_i_d,gesture_2,2,Swipe Right,351,360,10,0.5,20.0,405
subject_10,scenario_i_d,gesture_2,2,Swipe Right,389,398,10,0.5,20.0,405
subject_10,scenario_i_d,gesture_3,3,Swipe Up,15,26,12,0.6,20.0,405
subject_10,scenario_i_d,gesture_3,3,Swipe Up,52,63,12,0.6,20.0,405
subject_10,scenario_i_d,gesture_3,3,Swipe Up,87,95,9,0.45,20.0,405
subject_10,scenario_i_d,gesture_3,3,Swipe Up,122,131,10,0.5,20.0,405
subject_10,scenario_i_d,gesture_3,3,Swipe Up,154,163,10,0.5,20.0,405
subject_10,scenario_i_d,gesture_3,3,Swipe Up,190,201,12,0.6,20.0,405
subject_10,scenario_i_d,gesture_3,3,Swipe Up,228,241,14,0.7,20.0,405
subject_10,scenario_i_d,gesture_3,3,Swipe Up,265,276,12,0.6,20.0,405
subject_10,scenario_i_d,gesture_3,3,Swipe Up,302,311,10,0.5,20.0,405
subject_10,scenario_i_d,gesture_3,3,Swipe Up,338,350,13,0.65,20.0,405
subject_10,scenario_i_d,gesture_3,3,Swipe Up,376,387,12,0.6,20.0,405
subject_10,scenario_i_d,gesture_4,4,Swipe Down,1,7,7,0.35,20.0,405
subject_10,scenario_i_d,gesture_4,4,Swipe Down,34,43,10,0.5,20.0,405
subject_10,scenario_i_d,gesture_4,4,Swipe Down,69,78,10,0.5,20.0,405
subject_10,scenario_i_d,gesture_4,4,Swipe Down,106,115,10,0.5,20.0,405
subject_10,scenario_i_d,gesture_4,4,Swipe Down,144,151,8,0.4,20.0,405
subject_10,scenario_i_d,gesture_4,4,Swipe Down,178,187,10,0.5,20.0,405
subject_10,scenario_i_d,gesture_4,4,Swipe Down,217,225,9,0.45,20.0,405
subject_10,scenario_i_d,gesture_4,4,Swipe Down,254,262,9,0.45,20.0,405
subject_10,scenario_i_d,gesture_4,4,Swipe Down,292,301,10,0.5,20.0,405
subject_10,scenario_i_d,gesture_4,4,Swipe Down,326,337,12,0.6,20.0,405
subject_10,scenario_i_d,gesture_4,4,Swipe Down,364,375,12,0.6,20.0,405
subject_10,scenario_i_d,gesture_6,6,Zoom Out,1,14,14,0.7,20.0,405
subject_10,scenario_i_d,gesture_6,6,Zoom Out,25,41,17,0.85,20.0,405
subject_10,scenario_i_d,gesture_6,6,Zoom Out,55,70,16,0.8,20.0,405
subject_10,scenario_i_d,gesture_6,6,Zoom Out,90,103,14,0.7,20.0,405
subject_10,scenario_i_d,gesture_6,6,Zoom Out,122,133,12,0.6,20.0,405
subject_10,scenario_i_d,gesture_6,6,Zoom Out,153,166,14,0.7,20.0,405
subject_10,scenario_i_d,gesture_6,6,Zoom Out,185,198,14,0.7,20.0,405
subject_10,scenario_i_d,gesture_6,6,Zoom Out,220,232,13,0.65,20.0,405
subject_10,scenario_i_d,gesture_6,6,Zoom Out,255,266,12,0.6,20.0,405
subject_10,scenario_i_d,gesture_6,6,Zoom Out,288,304,17,0.85,20.0,405
subject_10,scenario_i_d,gesture_6,6,Zoom Out,320,336,17,0.85,20.0,405
subject_10,scenario_i_d,gesture_6,6,Zoom Out,354,367,14,0.7,20.0,405
subject_10,scenario_i_d,gesture_6,6,Zoom Out,386,400,15,0.75,20.0,405
subject_10,scenario_i_d,gesture_7,7,Select,8,12,5,0.25,20.0,405
subject_10,scenario_i_d,gesture_7,7,Select,32,41,10,0.5,20.0,405
subject_10,scenario_i_d,gesture_7,7,Select,68,72,5,0.25,20.0,405
subject_10,scenario_i_d,gesture_7,7,Select,99,107,9,0.45,20.0,405
subject_10,scenario_i_d,gesture_7,7,Select,131,138,8,0.4,20.0,405
subject_10,scenario_i_d,gesture_7,7,Select,160,169,10,0.5,20.0,405
subject_10,scenario_i_d,gesture_7,7,Select,194,202,9,0.45,20.0,405
subject_10,scenario_i_d,gesture_7,7,Select,225,234,10,0.5,20.0,405
subject_10,scenario_i_d,gesture_7,7,Select,258,268,11,0.55,20.0,405
subject_10,scenario_i_d,gesture_7,7,Select,292,297,6,0.3,20.0,405
subject_10,scenario_i_d,gesture_7,7,Select,323,330,8,0.4,20.0,405
subject_10,scenario_i_d,gesture_7,7,Select,354,362,9,0.45,20.0,405
subject_10,scenario_i_d,gesture_7,7,Select,382,391,10,0.5,20.0,405
subject_10,scenario_i_d,gesture_8,8,Double Tap,27,37,11,0.55,20.0,405
subject_10,scenario_i_d,gesture_8,8,Double Tap,61,69,9,0.45,20.0,405
subject_10,scenario_i_d,gesture_8,8,Double Tap,93,100,8,0.4,20.0,405
subject_10,scenario_i_d,gesture_8,8,Double Tap,129,143,15,0.75,20.0,405
subject_10,scenario_i_d,gesture_8,8,Double Tap,156,169,14,0.7,20.0,405
subject_10,scenario_i_d,gesture_8,8,Double Tap,188,199,12,0.6,20.0,405
subject_10,scenario_i_d,gesture_8,8,Double Tap,220,230,11,0.55,20.0,405
subject_10,scenario_i_d,gesture_8,8,Double Tap,249,266,18,0.9,20.0,405
subject_10,scenario_i_d,gesture_8,8,Double Tap,282,295,14,0.7,20.0,405
subject_10,scenario_i_d,gesture_8,8,Double Tap,313,329,17,0.85,20.0,405
subject_10,scenario_i_d,gesture_8,8,Double Tap,347,359,13,0.65,20.0,405
subject_10,scenario_i_d,gesture_8,8,Double Tap,376,391,16,0.8,20.0,405
subject_10,scenario_i_d,gesture_9,9,Rotate CW,17,30,14,0.7,20.0,405
subject_10,scenario_i_d,gesture_9,9,Rotate CW,48,65,18,0.9,20.0,405
subject_10,scenario_i_d,gesture_9,9,Rotate CW,84,97,14,0.7,20.0,405
subject_10,scenario_i_d,gesture_9,9,Rotate CW,113,122,10,0.5,20.0,405
subject_10,scenario_i_d,gesture_9,9,Rotate CW,137,158,22,1.1,20.0,405
subject_10,scenario_i_d,gesture_9,9,Rotate CW,170,182,13,0.65,20.0,405
subject_10,scenario_i_d,gesture_9,9,Rotate CW,205,222,18,0.9,20.0,405
subject_10,scenario_i_d,gesture_9,9,Rotate CW,235,247,13,0.65,20.0,405
subject_10,scenario_i_d,gesture_9,9,Rotate CW,261,278,18,0.9,20.0,405
subject_10,scenario_i_d,gesture_9,9,Rotate CW,297,309,13,0.65,20.0,405
subject_10,scenario_i_d,gesture_9,9,Rotate CW,328,338,11,0.55,20.0,405
subject_10,scenario_i_d,gesture_9,9,Rotate CW,362,373,12,0.6,20.0,405
subject_10,scenario_i_d,gesture_9,9,Rotate CW,391,405,15,0.75,20.0,405
subject_10,scenario_i_s,gesture_1,1,Swipe Left,12,26,15,0.75,20.0,405
subject_10,scenario_i_s,gesture_1,1,Swipe Left,57,64,8,0.4,20.0,405
subject_10,scenario_i_s,gesture_1,1,Swipe Left,96,106,11,0.55,20.0,405
subject_10,scenario_i_s,gesture_1,1,Swipe Left,142,153,12,0.6,20.0,405
subject_10,scenario_i_s,gesture_1,1,Swipe Left,187,195,9,0.45,20.0,405
subject_10,scenario_i_s,gesture_1,1,Swipe Left,231,241,11,0.55,20.0,405
subject_10,scenario_i_s,gesture_1,1,Swipe Left,275,287,13,0.65,20.0,405
subject_10,scenario_i_s,gesture_1,1,Swipe Left,320,331,12,0.6,20.0,405
subject_10,scenario_i_s,gesture_1,1,Swipe Left,363,375,13,0.65,20.0,405
subject_10,scenario_i_s,gesture_10,10,Rotate CCW,1,14,14,0.7,20.0,405
subject_10,scenario_i_s,gesture_10,10,Rotate CCW,85,99,15,0.75,20.0,405
subject_10,scenario_i_s,gesture_10,10,Rotate CCW,128,142,15,0.75,20.0,405
subject_10,scenario_i_s,gesture_10,10,Rotate CCW,172,187,16,0.8,20.0,405
subject_10,scenario_i_s,gesture_10,10,Rotate CCW,214,225,12,0.6,20.0,405
subject_10,scenario_i_s,gesture_10,10,Rotate CCW,249,265,17,0.85,20.0,405
subject_10,scenario_i_s,gesture_10,10,Rotate CCW,292,320,29,1.45,20.0,405
subject_10,scenario_i_s,gesture_10,10,Rotate CCW,348,358,11,0.55,20.0,405
subject_10,scenario_i_s,gesture_10,10,Rotate CCW,387,405,19,0.95,20.0,405
subject_10,scenario_i_s,gesture_11,11,Screenshot,31,42,12,0.6,20.0,405
subject_10,scenario_i_s,gesture_11,11,Screenshot,71,84,14,0.7,20.0,405
subject_10,scenario_i_s,gesture_11,11,Screenshot,113,120,8,0.4,20.0,405
subject_10,scenario_i_s,gesture_11,11,Screenshot,156,164,9,0.45,20.0,405
subject_10,scenario_i_s,gesture_11,11,Screenshot,194,205,12,0.6,20.0,405
subject_10,scenario_i_s,gesture_11,11,Screenshot,235,253,19,0.95,20.0,405
subject_10,scenario_i_s,gesture_11,11,Screenshot,279,291,13,0.65,20.0,405
subject_10,scenario_i_s,gesture_11,11,Screenshot,322,335,14,0.7,20.0,405
subject_10,scenario_i_s,gesture_11,11,Screenshot,362,377,16,0.8,20.0,405
subject_10,scenario_i_s,gesture_12,12,Thumb Up,8,32,25,1.25,20.0,405
subject_10,scenario_i_s,gesture_12,12,Thumb Up,51,74,24,1.2,20.0,405
subject_10,scenario_i_s,gesture_12,12,Thumb Up,90,115,26,1.3,20.0,405
subject_10,scenario_i_s,gesture_12,12,Thumb Up,133,161,29,1.45,20.0,405
subject_10,scenario_i_s,gesture_12,12,Thumb Up,173,202,30,1.5,20.0,405
subject_10,scenario_i_s,gesture_12,12,Thumb Up,221,242,22,1.1,20.0,405
subject_10,scenario_i_s,gesture_12,12,Thumb Up,263,359,97,4.85,20.0,405
subject_10,scenario_i_s,gesture_12,12,Thumb Up,362,405,44,2.2,20.0,405
subject_10,scenario_i_s,gesture_13,13,Clap,1,405,405,20.25,20.0,405
subject_10,scenario_i_s,gesture_2,2,Swipe Right,11,23,13,0.65,20.0,405
subject_10,scenario_i_s,gesture_2,2,Swipe Right,56,64,9,0.45,20.0,405
subject_10,scenario_i_s,gesture_2,2,Swipe Right,98,105,8,0.4,20.0,405
subject_10,scenario_i_s,gesture_2,2,Swipe Right,140,149,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_2,2,Swipe Right,184,193,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_2,2,Swipe Right,228,236,9,0.45,20.0,405
subject_10,scenario_i_s,gesture_2,2,Swipe Right,273,284,12,0.6,20.0,405
subject_10,scenario_i_s,gesture_2,2,Swipe Right,316,325,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_2,2,Swipe Right,361,371,11,0.55,20.0,405
subject_10,scenario_i_s,gesture_3,3,Swipe Up,23,34,12,0.6,20.0,405
subject_10,scenario_i_s,gesture_3,3,Swipe Up,63,73,11,0.55,20.0,405
subject_10,scenario_i_s,gesture_3,3,Swipe Up,105,114,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_3,3,Swipe Up,149,158,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_3,3,Swipe Up,191,200,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_3,3,Swipe Up,232,242,11,0.55,20.0,405
subject_10,scenario_i_s,gesture_3,3,Swipe Up,272,283,12,0.6,20.0,405
subject_10,scenario_i_s,gesture_3,3,Swipe Up,316,326,11,0.55,20.0,405
subject_10,scenario_i_s,gesture_3,3,Swipe Up,356,366,11,0.55,20.0,405
subject_10,scenario_i_s,gesture_4,4,Swipe Down,7,15,9,0.45,20.0,405
subject_10,scenario_i_s,gesture_4,4,Swipe Down,51,59,9,0.45,20.0,405
subject_10,scenario_i_s,gesture_4,4,Swipe Down,92,103,12,0.6,20.0,405
subject_10,scenario_i_s,gesture_4,4,Swipe Down,140,147,8,0.4,20.0,405
subject_10,scenario_i_s,gesture_4,4,Swipe Down,183,192,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_4,4,Swipe Down,229,239,11,0.55,20.0,405
subject_10,scenario_i_s,gesture_4,4,Swipe Down,275,287,13,0.65,20.0,405
subject_10,scenario_i_s,gesture_4,4,Swipe Down,325,334,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_4,4,Swipe Down,369,377,9,0.45,20.0,405
subject_10,scenario_i_s,gesture_5,5,Zoom In,5,13,9,0.45,20.0,405
subject_10,scenario_i_s,gesture_5,5,Zoom In,41,50,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_5,5,Zoom In,76,85,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_5,5,Zoom In,112,123,12,0.6,20.0,405
subject_10,scenario_i_s,gesture_5,5,Zoom In,147,158,12,0.6,20.0,405
subject_10,scenario_i_s,gesture_5,5,Zoom In,184,192,9,0.45,20.0,405
subject_10,scenario_i_s,gesture_5,5,Zoom In,219,229,11,0.55,20.0,405
subject_10,scenario_i_s,gesture_5,5,Zoom In,253,261,9,0.45,20.0,405
subject_10,scenario_i_s,gesture_5,5,Zoom In,290,300,11,0.55,20.0,405
subject_10,scenario_i_s,gesture_5,5,Zoom In,326,336,11,0.55,20.0,405
subject_10,scenario_i_s,gesture_5,5,Zoom In,366,377,12,0.6,20.0,405
subject_10,scenario_i_s,gesture_6,6,Zoom Out,4,14,11,0.55,20.0,405
subject_10,scenario_i_s,gesture_6,6,Zoom Out,38,46,9,0.45,20.0,405
subject_10,scenario_i_s,gesture_6,6,Zoom Out,75,85,11,0.55,20.0,405
subject_10,scenario_i_s,gesture_6,6,Zoom Out,108,117,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_6,6,Zoom Out,141,150,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_6,6,Zoom Out,175,184,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_6,6,Zoom Out,214,222,9,0.45,20.0,405
subject_10,scenario_i_s,gesture_6,6,Zoom Out,246,253,8,0.4,20.0,405
subject_10,scenario_i_s,gesture_6,6,Zoom Out,280,295,16,0.8,20.0,405
subject_10,scenario_i_s,gesture_6,6,Zoom Out,320,332,13,0.65,20.0,405
subject_10,scenario_i_s,gesture_6,6,Zoom Out,359,371,13,0.65,20.0,405
subject_10,scenario_i_s,gesture_7,7,Select,27,35,9,0.45,20.0,323
subject_10,scenario_i_s,gesture_7,7,Select,66,71,6,0.3,20.0,323
subject_10,scenario_i_s,gesture_7,7,Select,100,108,9,0.45,20.0,323
subject_10,scenario_i_s,gesture_7,7,Select,143,148,6,0.3,20.0,323
subject_10,scenario_i_s,gesture_7,7,Select,179,191,13,0.65,20.0,323
subject_10,scenario_i_s,gesture_7,7,Select,298,306,9,0.45,20.0,323
subject_10,scenario_i_s,gesture_7,7,Select,335,340,6,0.3,20.0,323
subject_10,scenario_i_s,gesture_7,7,Select,375,384,10,0.5,20.0,323
subject_10,scenario_i_s,gesture_8,8,Double Tap,33,44,12,0.6,20.0,405
subject_10,scenario_i_s,gesture_8,8,Double Tap,77,86,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_8,8,Double Tap,115,124,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_8,8,Double Tap,154,163,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_8,8,Double Tap,194,205,12,0.6,20.0,405
subject_10,scenario_i_s,gesture_8,8,Double Tap,237,248,12,0.6,20.0,405
subject_10,scenario_i_s,gesture_8,8,Double Tap,282,287,6,0.3,20.0,405
subject_10,scenario_i_s,gesture_8,8,Double Tap,319,325,7,0.35,20.0,405
subject_10,scenario_i_s,gesture_8,8,Double Tap,364,372,9,0.45,20.0,405
subject_10,scenario_i_s,gesture_9,9,Rotate CW,13,27,15,0.75,20.0,405
subject_10,scenario_i_s,gesture_9,9,Rotate CW,60,70,11,0.55,20.0,405
subject_10,scenario_i_s,gesture_9,9,Rotate CW,102,119,18,0.9,20.0,405
subject_10,scenario_i_s,gesture_9,9,Rotate CW,143,156,14,0.7,20.0,405
subject_10,scenario_i_s,gesture_9,9,Rotate CW,192,205,14,0.7,20.0,405
subject_10,scenario_i_s,gesture_9,9,Rotate CW,235,250,16,0.8,20.0,405
subject_10,scenario_i_s,gesture_9,9,Rotate CW,284,307,24,1.2,20.0,405
subject_10,scenario_i_s,gesture_9,9,Rotate CW,343,352,10,0.5,20.0,405
subject_10,scenario_i_s,gesture_9,9,Rotate CW,378,393,16,0.8,20.0,405
subject_10,scenario_i_w,gesture_1,1,Swipe Left,1,8,8,0.4,20.0,405
subject_10,scenario_i_w,gesture_1,1,Swipe Left,37,48,12,0.6,20.0,405
subject_10,scenario_i_w,gesture_1,1,Swipe Left,72,81,10,0.5,20.0,405
subject_10,scenario_i_w,gesture_1,1,Swipe Left,104,115,12,0.6,20.0,405
subject_10,scenario_i_w,gesture_1,1,Swipe Left,145,155,11,0.55,20.0,405
subject_10,scenario_i_w,gesture_1,1,Swipe Left,181,191,11,0.55,20.0,405
subject_10,scenario_i_w,gesture_1,1,Swipe Left,218,228,11,0.55,20.0,405
subject_10,scenario_i_w,gesture_1,1,Swipe Left,258,266,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_1,1,Swipe Left,294,305,12,0.6,20.0,405
subject_10,scenario_i_w,gesture_1,1,Swipe Left,337,345,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_1,1,Swipe Left,369,377,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_10,10,Rotate CCW,12,28,17,0.85,20.0,405
subject_10,scenario_i_w,gesture_10,10,Rotate CCW,37,58,22,1.1,20.0,405
subject_10,scenario_i_w,gesture_10,10,Rotate CCW,71,84,14,0.7,20.0,405
subject_10,scenario_i_w,gesture_10,10,Rotate CCW,102,114,13,0.65,20.0,405
subject_10,scenario_i_w,gesture_10,10,Rotate CCW,130,144,15,0.75,20.0,405
subject_10,scenario_i_w,gesture_10,10,Rotate CCW,160,172,13,0.65,20.0,405
subject_10,scenario_i_w,gesture_10,10,Rotate CCW,192,212,21,1.05,20.0,405
subject_10,scenario_i_w,gesture_10,10,Rotate CCW,230,243,14,0.7,20.0,405
subject_10,scenario_i_w,gesture_10,10,Rotate CCW,262,275,14,0.7,20.0,405
subject_10,scenario_i_w,gesture_10,10,Rotate CCW,297,313,17,0.85,20.0,405
subject_10,scenario_i_w,gesture_10,10,Rotate CCW,329,339,11,0.55,20.0,405
subject_10,scenario_i_w,gesture_10,10,Rotate CCW,363,375,13,0.65,20.0,405
subject_10,scenario_i_w,gesture_10,10,Rotate CCW,382,405,24,1.2,20.0,405
subject_10,scenario_i_w,gesture_11,11,Screenshot,8,20,13,0.65,20.0,405
subject_10,scenario_i_w,gesture_11,11,Screenshot,41,49,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_11,11,Screenshot,81,89,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_11,11,Screenshot,108,121,14,0.7,20.0,405
subject_10,scenario_i_w,gesture_11,11,Screenshot,137,149,13,0.65,20.0,405
subject_10,scenario_i_w,gesture_11,11,Screenshot,169,181,13,0.65,20.0,405
subject_10,scenario_i_w,gesture_11,11,Screenshot,205,216,12,0.6,20.0,405
subject_10,scenario_i_w,gesture_11,11,Screenshot,238,245,8,0.4,20.0,405
subject_10,scenario_i_w,gesture_11,11,Screenshot,273,282,10,0.5,20.0,405
subject_10,scenario_i_w,gesture_11,11,Screenshot,307,316,10,0.5,20.0,405
subject_10,scenario_i_w,gesture_11,11,Screenshot,336,345,10,0.5,20.0,405
subject_10,scenario_i_w,gesture_11,11,Screenshot,367,378,12,0.6,20.0,405
subject_10,scenario_i_w,gesture_12,12,Thumb Up,1,405,405,20.25,20.0,405
subject_10,scenario_i_w,gesture_13,13,Clap,1,384,384,19.2,20.0,384
subject_10,scenario_i_w,gesture_2,2,Swipe Right,27,34,8,0.4,20.0,405
subject_10,scenario_i_w,gesture_2,2,Swipe Right,64,72,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_2,2,Swipe Right,98,105,8,0.4,20.0,405
subject_10,scenario_i_w,gesture_2,2,Swipe Right,126,138,13,0.65,20.0,405
subject_10,scenario_i_w,gesture_2,2,Swipe Right,158,166,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_2,2,Swipe Right,193,203,11,0.55,20.0,405
subject_10,scenario_i_w,gesture_2,2,Swipe Right,228,235,8,0.4,20.0,405
subject_10,scenario_i_w,gesture_2,2,Swipe Right,261,269,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_2,2,Swipe Right,301,309,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_2,2,Swipe Right,338,347,10,0.5,20.0,405
subject_10,scenario_i_w,gesture_2,2,Swipe Right,376,383,8,0.4,20.0,405
subject_10,scenario_i_w,gesture_3,3,Swipe Up,2,10,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_3,3,Swipe Up,37,45,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_3,3,Swipe Up,71,83,13,0.65,20.0,405
subject_10,scenario_i_w,gesture_3,3,Swipe Up,109,116,8,0.4,20.0,405
subject_10,scenario_i_w,gesture_3,3,Swipe Up,138,146,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_3,3,Swipe Up,168,176,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_3,3,Swipe Up,197,206,10,0.5,20.0,405
subject_10,scenario_i_w,gesture_3,3,Swipe Up,229,237,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_3,3,Swipe Up,263,271,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_3,3,Swipe Up,291,298,8,0.4,20.0,405
subject_10,scenario_i_w,gesture_3,3,Swipe Up,310,318,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_3,3,Swipe Up,338,347,10,0.5,20.0,405
subject_10,scenario_i_w,gesture_3,3,Swipe Up,372,381,10,0.5,20.0,405
subject_10,scenario_i_w,gesture_4,4,Swipe Down,25,32,8,0.4,20.0,405
subject_10,scenario_i_w,gesture_4,4,Swipe Down,58,64,7,0.35,20.0,405
subject_10,scenario_i_w,gesture_4,4,Swipe Down,80,89,10,0.5,20.0,405
subject_10,scenario_i_w,gesture_4,4,Swipe Down,109,118,10,0.5,20.0,405
subject_10,scenario_i_w,gesture_4,4,Swipe Down,147,156,10,0.5,20.0,405
subject_10,scenario_i_w,gesture_4,4,Swipe Down,181,189,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_4,4,Swipe Down,210,222,13,0.65,20.0,405
subject_10,scenario_i_w,gesture_4,4,Swipe Down,238,249,12,0.6,20.0,405
subject_10,scenario_i_w,gesture_4,4,Swipe Down,268,277,10,0.5,20.0,405
subject_10,scenario_i_w,gesture_4,4,Swipe Down,303,310,8,0.4,20.0,405
subject_10,scenario_i_w,gesture_4,4,Swipe Down,334,342,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_4,4,Swipe Down,369,377,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_5,5,Zoom In,1,12,12,0.6,20.0,405
subject_10,scenario_i_w,gesture_5,5,Zoom In,29,38,10,0.5,20.0,405
subject_10,scenario_i_w,gesture_5,5,Zoom In,59,67,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_5,5,Zoom In,83,95,13,0.65,20.0,405
subject_10,scenario_i_w,gesture_5,5,Zoom In,113,122,10,0.5,20.0,405
subject_10,scenario_i_w,gesture_5,5,Zoom In,137,145,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_5,5,Zoom In,165,175,11,0.55,20.0,405
subject_10,scenario_i_w,gesture_5,5,Zoom In,191,198,8,0.4,20.0,405
subject_10,scenario_i_w,gesture_5,5,Zoom In,220,229,10,0.5,20.0,405
subject_10,scenario_i_w,gesture_5,5,Zoom In,244,254,11,0.55,20.0,405
subject_10,scenario_i_w,gesture_5,5,Zoom In,273,281,9,0.45,20.0,405
subject_10,scenario_i_w,gesture_5,5,Zoom In,300,310,11,0.55,20.0,405
subject_10,scenario_i_w,gesture_5,5,Zoom In,329,338,10,0.5,20.0,405
subject_10,scenario_i_w,gesture_5,5,Zoom In,358,365,8,0.4,20.0,405
subject_10,scenario_i_w,gesture_5,5,Zoom In,381,391,11,0.55,20.0,405
subject_10,scenario_i_w,gesture_6,6,Zoom Out,1,9,9,0.45,20.0,392
subject_10,scenario_i_w,gesture_6,6,Zoom Out,31,38,8,0.4,20.0,392
subject_10,scenario_i_w,gesture_6,6,Zoom Out,59,66,8,0.4,20.0,392
subject_10,scenario_i_w,gesture_6,6,Zoom Out,89,96,8,0.4,20.0,392
subject_10,scenario_i_w,gesture_6,6,Zoom Out,119,126,8,0.4,20.0,392
subject_10,scenario_i_w,gesture_6,6,Zoom Out,142,152,11,0.55,20.0,392
subject_10,scenario_i_w,gesture_6,6,Zoom Out,171,181,11,0.55,20.0,392
subject_10,scenario_i_w,gesture_6,6,Zoom Out,233,241,9,0.45,20.0,392
